OBJECTID,FACILITYID,STREETSEGID,SOURCEID,BIKELANELENGTH,FACILITY,PROPOSEDCYCLETRACK,Shape_Length,TRAVELDIRECTION,NOTES,BIKELANE_YEAR,PLANSREADY,GAP,GAP_NOTES,NEED_SYMBOL,NEED_SYM_1,REPAINT_LINE,YEAR_INSTALLED
416,SEGID- 12634,12634,27416000,0.02768738,Shared Lane, ,44.5586884929185, , ,2012, , , ,,,,2012
417,SEGID- 10197,10197,27416005,0.10707814,Shared Lane, ,172.325917861473, , ,2012, , , ,,,,2012
418,SEGID- 1328,1328,27416010,0.11731619,Shared Lane, ,188.802482004396, , ,2012, , , ,,,,2012
419,SEGID- 6685,6685,27416015,0.04639212,Existing Bike Lane, ,74.661035008623, ,existing bike route,2012, , , ,,,,2012
420,SEGID- 3321,3321,27416020,0.07959834,Contraflow Bike Lane, ,128.101362898886, ,existing bike route,2012, , , ,,,,2012
421,SEGID- 12653,12653,27416030,0.04549083,Shared Lane, ,73.2105300801228, , ,2012, , , ,,,,2012
422,SEGID- 2889,2889,18573020,0.01466098,Existing Bike Lane, ,23.5942831548848, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
423,SEGID- 3715,3715,18573023,0.02367052,Existing Bike Lane, ,38.0945421484013, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
424,SEGID- 12597,12597,18573030,0.03039918,Existing Bike Lane, ,48.9229838947363, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
425,SEGID- 7777,7777,18573035,0.00956186,Existing Bike Lane, ,15.3883690684227, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
426,SEGID- 12028,12028,18612265,0.15332729,Existing Bike Lane, ,246.756957299301, ,"1975 plan, ADC rec route",0, , , ,,,,2006
427,SEGID- 10217,10217,18612270,0.1484375,Existing Bike Lane, ,238.888039780234, ,"1975 plan, ADC rec route",0, , , ,,,,2006
428,SEGID- 6108,6108,18612285,0.04997137,Existing Bike Lane, ,80.4211130237979, ,"1975 plan, ADC rec route",0, , , ,,,,2006
429,SEGID- 1670,1670,18612290,0.16286635,Existing Bike Lane, ,262.10840461007, ,"1975 plan, ADC rec route",0, , , ,,,,2006
430,SEGID- 4236,4236,18612300,0.13879383,Existing Bike Lane, ,223.367300515067, ,"1975 plan, ADC rec route",2012,Yes, , ,,,,2012
431,SEGID- 5541,5541,18612305,0.2031522,Existing Bike Lane, ,326.942586009246, ,"1975 plan, ADC rec route",2012,Yes, , ,,,,2012
432,SEGID- 3963,3963,22691030,0.07869132,Existing Bike Lane, ,126.641683936442,Out Bound,ADC rec route,0, , , ,,,,2005
433,SEGID- 11791,11791,22691040,0.05753915,Existing Bike Lane, ,92.6004658488783,Out Bound,ADC rec route,0, , , ,,,,2005
434,SEGID- 13085,13085,22691050,0.05720959,Existing Bike Lane, ,92.0700822270902,Out Bound,ADC rec route,0, , , ,,,,2005
435,SEGID- 7693,7693,22691060,0.09703181,Existing Bike Lane, ,156.157904852211,Out Bound,ADC rec route,0, , , ,,,,2005
436,SEGID- 5304,5304,22691065,0.02678135,Existing Bike Lane, ,43.10034155012,Out Bound,ADC rec route,0, , , ,,,,2005
437,SEGID- 6106,6106,22691070,0.06500325,Existing Bike Lane, ,104.612778060123,Out Bound,ADC rec route,0, , , ,,,,2005
438,SEGID- 9200,9200,22691080,0.06502487,Existing Bike Lane, ,104.647598060824,Out Bound,ADC rec route,0, , , ,,,,2005
439,SEGID- 3788,3788,22691090,0.05986989,Existing Bike Lane, ,96.351464088405,Out Bound,ADC rec route,0, , , ,,,,2005
440,SEGID- 1135,1135,22691100,0.06012457,Existing Bike Lane, ,96.761303711615,Out Bound,ADC rec route,0, , , ,,,,2005
441,SEGID- 13244,13244,22691120,0.10418515,Existing Bike Lane, ,167.670071089828,Out Bound,ADC rec route,0, , , ,,,,2005
442,SEGID- 7247,7247,27819475,0.03854419,Shared Lane, ,62.0309600928132, ,ADC rec route,2012,No, , ,,,,2012
443,SEGID- 7348,7348,27819480,0.14837372,Shared Lane, ,238.784824005317, ,ADC rec route,2012,No, , ,,,,2012
444,SEGID- 5427,5427,27819490,0.05815428,Shared Lane, ,93.5904435525851, ,ADC rec route,2012,No, , ,,,,2012
445,SEGID- 139,139,27819500,0.0474292,Shared Lane, ,76.3300331981406, ,ADC rec route,2012,No, , ,,,,2012
446,SEGID- 10259,10259,27819503,0.04677705,Shared Lane, ,75.2805216276288, ,ADC rec route,2012,No, , ,,,,2012
447,SEGID- 11188,11188,13861070,0.05490193,Existing Bike Lane, ,88.3562448986497, , ,0, , , ,,,,2008
448,SEGID- 8742,8742,20140040,0.04158193,Existing Bike Lane, ,66.9198787255838,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
449,SEGID- 12827,12827,15135450,0.08636269,Existing Bike Lane, ,138.987541185232, ,"COG 95, 1975 plan, existing bike lane",0, , , ,,,,2002
450,SEGID- 1572,1572,15135535,0.02365367,Existing Bike Lane, ,38.0669736766497, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
451,SEGID- 4393,4393,15785145,0.11622948,Cycle Track,Yes,187.053053904261, , ,2014,Yes, , ,,,,2014
452,SEGID- 1366,1366,15785215,0.07237069,Cycle Track,Yes,116.469471286904,Out Bound,ADC rec route,2014,Yes, , ,,,,2014
453,SEGID- 7847,7847,15785220,0.06987718,Cycle Track,Yes,112.456478543195,Out Bound,ADC rec route,2014,Yes, , ,,,,2014
454,SEGID- 5533,5533,25960075,0.04368761,Existing Bike Lane, ,70.3085111919062, ,COG 95,0, , , ,,,,2002
455,SEGID- 4856,4856,19087310,0.06634835,Existing Bike Lane,Yes,106.777536071375,Out Bound,ADC rec route,2017, , , ,,,,2006
456,SEGID- 8757,8757,10030640,0.09260914,Existing Bike Lane, ,149.040263196533, ,ADC rec route,0, , , ,,,,2005
457,SEGID- 11184,11184,10140250,0.05313983,Climbing Lane, ,85.520465016568, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
458,SEGID- 2783,2783,10070070,0.09427852,Existing Bike Lane,Maybe,151.726862713226, ,ADC rec route,2011,No, , ,,,,2005
459,SEGID- 10897,10897,10070150,0.10196699,Existing Bike Lane, ,164.100283673641, , ,0, , , ,,,,2007
460,SEGID- 12107,12107,20180240,0.07413573,Climbing Lane, ,119.310110000485, ,ADC rec route,0, , , ,,,,2008
461,SEGID- 1345,1345,16981037,0.06731619,Cycle Track, ,108.335552251139, , ,2010, , , ,,,,2010
462,SEGID- 6461,6461,16981135,0.06392056,Cycle Track, ,102.870502562989, ,97 strategic transp plan,2010, , , ,,,,2010
463,SEGID- 8974,8974,10140180,0.05083348,Existing Bike Lane, ,81.8083992716249, ,COG 95,0, , , ,,,,2005
464,SEGID- 6602,6602,10090075,0.05215172,Existing Bike Lane,Yes,83.9302053033387,In Bound, ,0, , , ,,,,2005
465,SEGID- 3505,3505,10100060,0.06722971,Existing Bike Lane, ,108.195932615901, ,1975 plan,0, , , ,,,,2004
466,SEGID- 11399,11399,10140127,0.0862033,Existing Bike Lane, ,138.731284581935, ,"COG 95, ADC rec route",0, , , ,,,,2006
467,SEGID- 10743,10743,10140560,0.07379394,Existing Bike Lane, ,118.760010106537, ,COG 95,0, , , ,,,,2007
468,SEGID- 1431,1431,10140620,0.04884594,Existing Bike Lane, ,78.6100571630414, ,COG 95,0, , , ,,,,2007
469,SEGID- 4466,4466,10150150,0.05085917,Cycle Track, ,81.8500496630332,Out Bound, ,2010, , , ,,,,2009
470,SEGID- 7828,7828,10150200,0.07660883,Cycle Track, ,123.290186996468,Out Bound, ,2010, , , ,,,,2010
471,SEGID- 1063,1063,10110310,0.06811171,Existing Bike Lane, ,109.615389334915, ,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2006
472,SEGID- 1640,1640,23861090,0.05994517,Contraflow Bike Lane, ,96.4725740690675,In Bound, ,2014, , , ,,,,2014
473,SEGID- 1292,1292,20010075,0.21391021,Cycle Track,Yes,344.255619095824, ,existing bike lane,0, , ,2001 for original bike lane,,,,2014
474,SEGID- 705,705,26325545,0.03328268,Shared Lane, ,53.5633781048229, ,ADC rec route,2012,Yes, , ,,,,2012
475,SEGID- 10761,10761,18944080,0.08414485,Cycle Track, ,135.418544224393, , ,2010, , , ,,,,2010
476,SEGID- 5964,5964,15349170,0.0809855,Cycle Track, ,130.33431079476,In Bound, ,2012, , , ,,,,2012
477,SEGID- 2541,2541,21982120,0.05285374,Existing Bike Lane, ,85.0600231193469,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
478,SEGID- 5692,5692,21982173,0.0482428,Existing Bike Lane,Yes,77.6390852099772, ,public input,0,no, , ,,,,2007
479,SEGID- 9517,9517,53191020,0.07950441,Existing Bike Lane, ,127.95018993071, ,existing bike lane,0, , , ,,,,1980
480,SEGID- 10069,10069,10130130,0.09204797,Existing Bike Lane, ,148.137156265133, ,1975 plan,2014,Yes, , ,,,,2014
481,SEGID- 1521,1521,10140358,0.02041204,Existing Bike Lane, ,32.8500457921872, ,existing bike lane,0, , , ,,,,2002
482,SEGID- 10876,10876,10140430,0.02391652,Existing Bike Lane, ,38.4900052966762, ,existing bike lane,0, , , ,,,,2002
483,SEGID- 12405,12405,10140510,0.07127762,Existing Bike Lane, ,114.710384029924, ,existing bike lane,0, , , ,,,,2002
484,SEGID- 5185,5185,10130615,0.04840264,Existing Bike Lane, ,77.8966480725657, ,1975 plan,2014,Yes, , ,,,,2014
485,SEGID- 10495,10495,10110070,0.10349,Existing Bike Lane, ,166.551238243542, , ,2013, , , ,,,,2013
486,SEGID- 8883,8883,10110130,0.09212617,Existing Bike Lane, ,148.263012653618, ,ADC rec route,2009,Yes, , ,,,,2010
487,SEGID- 8927,8927,10110155,0.03950649,Existing Bike Lane, ,63.5794637977473, , ,2009,Yes, , ,,,,2010
488,SEGID- 11873,11873,16883305,0.03697876,Existing Bike Lane,Yes,59.5114172385755,In Bound,ADC rec route,2017, , , ,,,,2010
489,SEGID- 12527,12527,16883363,0.01026087,Existing Bike Lane,Yes,16.513147298378,In Bound,ADC rec route,2017, , , ,,,,2006
490,SEGID- 8512,8512,20150040,0.04227228,Existing Bike Lane, ,68.0307888128773,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
491,SEGID- 3483,3483,20060055,0.04211716,Existing Bike Lane, ,67.7811714118716,Out Bound,1975 plan,0, , , ,,,,2006
492,SEGID- 8127,8127,10050380,0.07380869,Existing Bike Lane,Yes,118.783775905321,In Bound,ADC rec route,2017, , , ,,,,2008
493,SEGID- 10378,10378,10180170,0.05159345,Shared Lane, ,83.0325452436909, ,public input,2012,Check recon plans, , ,,,,2012
494,SEGID- 6680,6680,17416150,0.10588862,Existing Bike Lane, ,170.411573424248,Out Bound, ,0, , , ,,,,2004
495,SEGID- 12828,12828,17416205,0.07949762,Existing Bike Lane, ,127.939800140297,Out Bound, ,0, , , ,,,,2004
496,SEGID- 11965,11965,20060100,0.08380338,Existing Bike Lane, ,134.869029614592, ,1975 plan,0, , , ,,,,2006
497,SEGID- 2584,2584,10170135,0.05294232,Existing Bike Lane,Maybe,85.2025338261906, , ,2009,Yes, , ,,,,2010
498,SEGID- 6203,6203,10170170,0.05112745,Existing Bike Lane,Maybe,82.2818216174988,In Bound, ,2009,Yes, , ,,,,2010
499,SEGID- 2910,2910,20140010,0.03681618,Existing Bike Lane, ,59.2500252713185,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
500,SEGID- 711,711,24777020,0.0825619,Contraflow Bike Lane, ,132.870777120362, , ,2014, , , ,,,,2014
501,SEGID- 12578,12578,24777030,0.07860976,Contraflow Bike Lane, ,126.510355881201,Out Bound, ,2014, , , ,,,,2014
502,SEGID- 7949,7949,24777040,0.05758859,Contraflow Bike Lane, ,92.6800385986099,Out Bound, ,2014, , , ,,,,2014
503,SEGID- 6761,6761,24777050,0.05732775,Contraflow Bike Lane, ,92.2602843844649,Out Bound, ,2014, , , ,,,,2014
504,SEGID- 10789,10789,24777060,0.12281413,Contraflow Bike Lane, ,197.650587161186,Out Bound, ,2014, , , ,,,,2014
505,SEGID- 4828,4828,20060090,0.08199327,Existing Bike Lane, ,131.95534278641,Out Bound,1975 plan,0, , , ,,,,2006
506,SEGID- 1313,1313,20060110,0.04632357,Existing Bike Lane, ,74.5507184697309, ,1975 plan,0, , , ,,,,2006
507,SEGID- 8824,8824,20060113,0.03928305,Existing Bike Lane, ,63.2200747737839, ,1975 plan,0, , , ,,,,2006
508,SEGID- 8624,8624,20060117,0.04651582,Existing Bike Lane, ,74.86009961554, ,1975 plan,0, , , ,,,,2006
509,SEGID- 7233,7233,20060120,0.04153373,Existing Bike Lane,Yes,66.8421945746502, ,1975 plan,2017, , , ,,,,2006
510,SEGID- 12380,12380,20060125,0.05657012,Cycle Track, ,91.0409563988753, ,1975 plan,2014, , , ,,,,2014
511,SEGID- 12871,12871,20060130,0.09720716,Cycle Track, ,156.440644191692, ,1975 plan,2014, , , ,,,,2014
512,SEGID- 7040,7040,20060140,0.11586261,Cycle Track, ,186.462588819296, ,1975 plan,2014, , , ,,,,2014
513,SEGID- 10825,10825,30150000,0.07801642,Existing Bike Lane, ,125.555498419108,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
514,SEGID- 1456,1456,30150010,0.0737444,Existing Bike Lane, ,118.68035294767,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
515,SEGID- 10681,10681,30150020,0.03292835,Existing Bike Lane, ,52.9929179692323,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
516,SEGID- 13057,13057,30150025,0.12217412,Existing Bike Lane, ,196.620846232824,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
517,SEGID- 9991,9991,30150030,0.08630932,Existing Bike Lane, ,138.901624052255,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
518,SEGID- 13221,13221,30150040,0.08732349,Existing Bike Lane, ,140.53383798495,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
519,SEGID- 411,411,30150050,0.06687194,Existing Bike Lane, ,107.620170395369,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
520,SEGID- 2426,2426,20140070,0.02553846,Existing Bike Lane, ,41.1003515208254,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
521,SEGID- 9723,9723,22691110,0.06930762,Existing Bike Lane, ,111.540025560072,Out Bound,ADC rec route,0, , , ,,,,2005
522,SEGID- 2641,2641,10340130,0.06856564,Existing Bike Lane, ,110.346007995143,In Bound, ,0, , , ,,,,2009
523,SEGID- 494,494,10330130,0.06840336,Existing Bike Lane, ,110.084437873274,Out Bound, ,2011, , , ,,,,2011
524,SEGID- 1841,1841,18846160,0.10616836,Existing Bike Lane, ,170.861756377046,Out Bound, ,2009,Yes, , ,,,,2009
525,SEGID- 3077,3077,15135570,0.11707746,Existing Bike Lane, ,188.419087597896, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
526,SEGID- 1976,1976,30060033,0.09143333,Existing Bike Lane, ,147.147513430487,In Bound,1975 plan,0, , , ,,,,1980
527,SEGID- 10417,10417,16253320,0.09942202,Shared Lane, ,160.004374939668, ,"public input; sharrows",2013, , , ,,,,2013
528,SEGID- 9172,9172,16422160,0.03473659,Existing Bike Lane, ,55.9034438260889, ,existing bike lane,0, , , ,,,,2002
529,SEGID- 8033,8033,16422210,0.08489872,Existing Bike Lane, ,136.631899795963, ,ADC rec route,2009,1st draft, , ,,,,2010
530,SEGID- 2912,2912,18456170,0.17128896,Existing Bike Lane, ,275.663160792267, , ,0, , , ,,,,2008
531,SEGID- 5663,5663,20040037,0.04931816,Existing Bike Lane, ,79.3700581307613,In Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2007
532,SEGID- 2450,2450,20040210,0.07388713,Existing Bike Lane, ,118.910036829676, ,existing bike route,0, , , ,,,,2008
533,SEGID- 99,99,30140015,0.02140132,Existing Bike Lane, ,34.4425007491039,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
534,SEGID- 2998,2998,30040080,0.05011475,Existing Bike Lane, ,80.6520540157925,Out Bound,1975 plan,0, , , ,,,,1980
535,SEGID- 6801,6801,17286060,0.05500505,Existing Bike Lane, ,88.5222488900615,In Bound, ,0, , , ,,,,2008
536,SEGID- 13751,13751,30010130,0.1193244,Existing Bike Lane, ,192.03440080609, ,ADC rec route,0, , , ,,,,2008
537,SEGID- 5858,5858,16890200,0.15220411,Existing Bike Lane, ,244.948823644692, ,ADC rec route,0, , , ,,,,2006
538,SEGID- 6022,6022,24777070,0.06500792,Contraflow Bike Lane, ,104.620309801523,Out Bound, ,2014, , , ,,,,2014
539,SEGID- 10307,10307,24777080,0.0650078,Contraflow Bike Lane, ,104.620127370415,Out Bound, ,2014, , , ,,,,2014
540,SEGID- 9525,9525,24777090,0.05990659,Contraflow Bike Lane, ,96.4104901092761,Out Bound, ,2014, , , ,,,,2014
541,SEGID- 2090,2090,24777110,0.06914674,Contraflow Bike Lane, ,111.281089236233,Out Bound, ,2014, , , ,,,,2014
542,SEGID- 1932,1932,24777120,0.10427226,Contraflow Bike Lane, ,167.810285777829,Out Bound, ,2014, , , ,,,,2014
543,SEGID- 12516,12516,40040000,0.06263055,Existing Bike Lane,Maybe,100.794142078278, ,existing bike route,2014,90%, , ,,,,2014
544,SEGID- 1090,1090,40040005,0.08451611,Existing Bike Lane,Maybe,136.015436539532, ,existing bike route,2014,90%, , ,,,,2014
545,SEGID- 6574,6574,40040020,0.1056033,Existing Bike Lane,Maybe,169.952723119555, ,existing bike route,2014,90%, , ,,,,2014
546,SEGID- 12094,12094,53191010,0.12943869,Existing Bike Lane, ,208.311806169003, ,existing bike lane,0, , , ,,,,1980
547,SEGID- 2679,2679,53191030,0.07873378,Existing Bike Lane, ,126.710044027412, ,existing bike lane,0, , , ,,,,1980
548,SEGID- 3793,3793,53191040,0.0571972,Existing Bike Lane, ,92.0501003673175, ,existing bike lane,0, , , ,,,,1980
549,SEGID- 13800,13800,37189005,0.17539729,Existing Bike Lane, ,282.275160360659, , ,0, , , ,,,,2008
550,SEGID- 4142,4142,43939000,0.3235998,Existing Bike Lane, ,520.784415608858,Out Bound,COG 95 connection bet Firth Sterling Trail and Oxo,2014,No, , ,,,,2014
551,SEGID- 4375,4375,10140342,0.03609547,Existing Bike Lane, ,58.0901638100246, ,COG 95,2010,Yes, , ,,,,2010
552,SEGID- 9453,9453,10180193,0.03384597,Shared Lane, ,54.4701919048748, ,public input,2012,Yes, , ,,,,2012
553,SEGID- 7133,7133,17286040,0.03533737,Existing Bike Lane, ,56.8700897695312,In Bound, ,0, , , ,,,,2007
554,SEGID- 12348,12348,17286045,0.11295372,Existing Bike Lane, ,181.781719513966,In Bound, ,0, , , ,,,,2008
555,SEGID- 7484,7484,17286050,0.05271704,Existing Bike Lane, ,84.8400280816444,In Bound, ,0, , , ,,,,2008
556,SEGID- 5426,5426,17286065,0.05376224,Existing Bike Lane, ,86.5221182318332,In Bound, ,0, , , ,,,,2008
557,SEGID- 5012,5012,20180290,0.07036627,Climbing Lane, ,113.243824802807, ,ADC rec route,0, , , ,,,,2007
558,SEGID- 7283,7283,17286070,0.05539602,Existing Bike Lane, ,89.1514435298811,In Bound, ,0, , , ,,,,2008
559,SEGID- 1218,1218,17286080,0.05500388,Existing Bike Lane, ,88.5203336002486,In Bound, ,0, , , ,,,,2008
560,SEGID- 3153,3153,17286090,0.06370914,Existing Bike Lane, ,102.529982669261,In Bound, ,0, , , ,,,,2008
561,SEGID- 8428,8428,17286110,0.05626002,Existing Bike Lane, ,90.5419129203058,In Bound, ,0, , , ,,,,2008
562,SEGID- 7729,7729,17286120,0.03619546,Existing Bike Lane, ,58.2510860119317,In Bound, ,0, , , ,,,,2008
563,SEGID- 3761,3761,17286125,0.0467521,Existing Bike Lane, ,75.2403667137704,In Bound, ,0, , , ,,,,2008
564,SEGID- 5871,5871,17286130,0.06871748,Existing Bike Lane, ,110.590265465985,In Bound, ,0, , , ,,,,2008
565,SEGID- 2182,2182,17286135,0.05689917,Existing Bike Lane, ,91.5705310788466,In Bound, ,0, , , ,,,,2008
566,SEGID- 1773,1773,17286140,0.14032411,Existing Bike Lane, ,225.83020151077,In Bound, ,0, , , ,,,,2004
567,SEGID- 13062,13062,17286150,0.10572132,Existing Bike Lane, ,170.142306714283,In Bound, ,0, , , ,,,,2004
568,SEGID- 1845,1845,17286160,0.10611077,Existing Bike Lane, ,170.769066704263,In Bound, ,0, , , ,,,,2004
569,SEGID- 644,644,17286170,0.17140081,Existing Bike Lane, ,275.843175821933,In Bound, ,0, , , ,,,,2004
570,SEGID- 3627,3627,17286180,0.02068004,Existing Bike Lane, ,33.2821110920938,In Bound, ,0, , , ,,,,2007
571,SEGID- 1973,1973,17286185,0.07460474,Existing Bike Lane, ,120.064437057484,In Bound, ,0, , , ,,,,2007
572,SEGID- 8919,8919,17286190,0.07829611,Existing Bike Lane, ,126.005628849266,In Bound, ,0, , , ,,,,2007
573,SEGID- 1425,1425,17286200,0.09390513,Existing Bike Lane, ,151.125966687869,In Bound, ,0, , , ,,,,2007
574,SEGID- 11753,11753,17286210,0.05899562,Existing Bike Lane, ,94.9449596434991,In Bound, ,0, , , ,,,,2007
575,SEGID- 13109,13109,25135610,0.06485713,Existing Bike Lane, ,104.377853688017, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
576,SEGID- 8559,8559,25135620,0.06758921,Existing Bike Lane, ,108.774509212513, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
577,SEGID- 3858,3858,25135640,0.03892915,Existing Bike Lane, ,62.65054170557, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
578,SEGID- 5355,5355,25135650,0.05714614,Existing Bike Lane, ,91.9679967512154, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
579,SEGID- 11285,11285,20040280,0.07084245,Existing Bike Lane, ,114.010088681304, ,existing bike route,0, , , ,,,,2008
580,SEGID- 1727,1727,20190000,0.15216135,Shared Lane, ,244.880293382865,Out Bound,existing bike route,2015,yes, , ,,,,2015
581,SEGID- 9382,9382,20020170,0.05083623,Existing Bike Lane, ,81.8131229674115,In Bound,existing bike route,2013, , , ,,,,2013
582,SEGID- 5328,5328,20020185,0.05153038,Existing Bike Lane, ,82.930225047018,In Bound,existing bike route,2013, , , ,,,,2013
583,SEGID- 7898,7898,36539070,0.03128531,Existing Bike Lane, ,50.3489487025005, , ,0, , , ,,,,2002
584,SEGID- 2915,2915,36539075,0.04389035,Existing Bike Lane, ,70.6347804408022, , ,0, , , ,,,,2002
585,SEGID- 1815,1815,36539080,0.07281824,Existing Bike Lane, ,117.189843153024, , ,0, , , ,,,,2002
586,SEGID- 2524,2524,36539090,0.04106295,Existing Bike Lane, ,66.0845300202767, , ,0, , , ,,,,2002
587,SEGID- 10128,10128,36539095,0.026708,Existing Bike Lane, ,42.9824660093224, , ,0, , , ,,,,2002
588,SEGID- 7662,7662,36539100,0.06558932,Existing Bike Lane, ,105.555987900636, , ,0, , , ,,,,2002
589,SEGID- 9893,9893,17052675,0.01534819,Existing Bike Lane, ,24.7003619453326, , ,0, , , ,,,,2005
590,SEGID- 3899,3899,27819505,0.05651433,Shared Lane, ,90.9511825874739, ,ADC rec route,2012,No, , ,,,,2012
591,SEGID- 3613,3613,40040046,0.03183909,Existing Bike Lane,Maybe,51.240152281656, ,Sebastian planned lanes,2014,Yes, , ,,,,2014
592,SEGID- 5344,5344,40040048,0.0472495,Existing Bike Lane,Maybe,76.0408550294759, ,Sebastian planned lanes,2012,Yes, , ,,,,2012
593,SEGID- 6650,6650,40040050,0.13487641,Existing Bike Lane,Maybe,217.062975389116, ,Sebastian planned lanes,2012,Yes, , ,,,,2012
594, ,79,20020190,0.04982775,Existing Bike Lane, ,80.1901411378336, , ,2015,yes, , ,,,,2015
595, ,12790,20020195,0.04936857,Existing Bike Lane, ,79.4511714241375, , ,2015,yes, , ,,,,2015
596, ,5391,20020200,0.03851916,Existing Bike Lane, ,61.9906982373468, , ,2015,yes, , ,,,,2015
597, ,1458,20020205,0.03787876,Existing Bike Lane, ,60.9600798812044, , ,2015,yes, , ,,,,2015
598, ,10975,20020210,0.04289062,Existing Bike Lane, ,69.0264141413448, , ,2015,yes, , ,,,,2015
599, ,5209,20030190,0.04936283,Existing Bike Lane, ,79.4419268252898, , ,2015,yes, , ,,,,2015
600, ,5818,20030195,0.04919386,Existing Bike Lane, ,79.1700006333402, , ,2015,yes, , ,,,,2015
601, ,12485,20030200,0.07662135,Existing Bike Lane, ,123.310354873663, , ,2015,yes, , ,,,,2015
602, ,7091,20030210,0.07862581,Existing Bike Lane, ,126.536469039201, , ,2015,yes, , ,,,,2015
603, ,1620,20060025,0.03477521,Existing Bike Lane, ,55.9652673895468, , ,2015,no, , ,,,,2015
604, ,3775,20060030,0.03177821,Existing Bike Lane, ,51.1424193994275, , ,2015,no, , ,,,,2015
605, ,2598,10110350,0.12266659,Contraflow Bike Lane, ,197.41315800559, , ,2016,yes, , ,,,,0
606, ,1909,10110360,0.09618335,Contraflow Bike Lane, ,154.792412054337, , ,2016,yes, , ,,,,0
607, ,2569,20190030,0.10174626,Existing Bike Lane, ,163.74500256906, , ,2015,yes, , ,,,,2015
608, ,5775,20190040,0.09238694,Existing Bike Lane, ,148.682665327057, , ,2015,yes, , ,,,,2015
609, ,13261,20190050,0.05201147,Existing Bike Lane, ,83.7045123241484, , ,2015,yes, , ,,,,2015
610, ,1569,20190060,0.05372951,Existing Bike Lane, ,86.4694401095751, , ,2015,yes, , ,,,,2015
611, ,9923,20190070,0.09140894,Shared Lane, ,147.108612121604, , ,2015,yes, , ,,,,2015
612, ,6197,30190000,0.07778426,Shared Lane, ,125.18206959468, , ,2015,yes, , ,,,,2015
613, ,7501,30190010,0.07461447,Shared Lane, ,120.080594029833, , ,2015,yes, , ,,,,2015
614, ,3072,30190020,0.05092958,Shared Lane, ,81.9633799458377, , ,2015,yes, , ,,,,2015
615, ,3155,30190023,0.04869171,Shared Lane, ,78.3618623132961, , ,2015,yes, , ,,,,2015
616, ,10678,30190027,0.05498002,Shared Lane, ,88.4819457192235, , ,2015,yes, , ,,,,2015
617, ,5765,30190030,0.05462713,Shared Lane, ,87.9140194580812, , ,2015,yes, , ,,,,2015
618, ,12273,30190035,0.03130551,Shared Lane, ,50.3814349905889, , ,2015,yes, , ,,,,2015
619, ,8657,30190040,0.02936635,Shared Lane, ,47.260650961323, , ,2015,yes, , ,,,,2015
620, ,11118,33360170,0.06283562, , ,101.124330491732, , ,0,no, , ,,,,0
621, ,1350,33360175,0.03306953, , ,53.2203519497104, , ,0,no, , ,,,,0
622, ,8599,33360180,0.05421967, , ,87.258274661682, , ,0,no, , ,,,,0
623, ,354,33360185,0.04254983, , ,68.477711432646, , ,0,no, , ,,,,0
624, ,8592,43698000,0.05796574,Contraflow Bike Lane, ,93.287006807338, , ,2015,yes, , ,,,,2015
625, ,11991,43932000,0.27177035,Existing Bike Lane, ,437.372853090227, , ,2015,yes, , ,,,,2015
626, ,0, ,0.08988862,Existing Bike Lane, ,144.661996388021, ,New road not in street centerline file yet,2015,yes, , ,,,,2015
627, ,10030,10390443,0.05590563,Contraflow Bike Lane, ,89.9715722333442, , ,2016,yes, , ,,,,2016
628, ,12877,10390440,0.05586137,Contraflow Bike Lane, ,89.9004043610822, , ,2016,yes, , ,,,,2016
629, ,4983,10390435,0.05165474,Contraflow Bike Lane, ,83.1303405089611, , ,2016,yes, , ,,,,2016
630, ,9567,10390430,0.05179361,Contraflow Bike Lane, ,83.3539055853395, , ,2016,yes, , ,,,,2016
