,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
91070,1,1,0,38.909707,-77.049539,395703.405,137983.991,0,38.909704999999995,-77.04955600000001,2017-12-07 05:00:00+00:00,P ST NW,11068382,8.0011415
91271,1,1,0,38.908305,-77.029625,397430.54799999995,137827.616,0,38.908305,-77.029354,2018-04-23 04:00:00+00:00,O ST NW,11065842,38.107623499999995
91295,1,1,0,38.912403000000005,-77.03581199999999,396894.086,138282.677,0,38.912524,-77.035602,2019-07-03 04:00:00+00:00,CORCORAN ST NW & Alley-47084332,11025932,74.88
91349,1,1,0,38.902525,-77.042028,396354.453,137186.436,0,38.902558,-77.042028,2017-12-08 05:00:00+00:00,18TH ST NW,11001802,29.677238800000005
91466,1,1,0,38.93492,-77.058136,394959.555,140783.294,0,38.93492,-77.058136,2017-12-09 05:00:00+00:00,ORDWAY ST NW,11067732,78.6977444
91582,1,1,0,38.915762,-77.06779499999999,394120.52,138657.12,0,38.915762,-77.06779499999999,2019-05-16 04:00:00+00:00,WISCONSIN AVE NW,11094052,0.0781403
91673,1,1,0,38.901385,-77.026032,397766.86,137001.867,0,38.901385,-77.026032,2019-05-16 04:00:00+00:00,NEW YORK AVE NW,11064672,46.020993100000005
91697,1,1,0,38.911386,-76.935171,405622.66299999994,138171.247,0,38.911232,-76.935288,2019-05-16 04:00:00+00:00,KENILWORTH AVE NE,12051802,1.51
91727,1,2,0,38.941064000000004,-77.025306,397806.12,141464.017,0,38.940984,-77.025324,2019-05-17 04:00:00+00:00,GEORGIA AVE NW,11040042,20.51
91883,1,1,0,38.904333,-77.054746,395251.45200000005,137387.682,0,38.904329,-77.054358,2019-05-17 04:00:00+00:00,PENNSYLVANIA AVE NW,11069812,41.021415999999995
91898,1,2,0,38.936168,-76.989876,400877.77,140920.24,0,38.936168,-76.989876,2019-05-17 04:00:00+00:00,PERRY ST NE,12069942,0.0645486
91951,1,1,0,38.905646999999995,-77.028349,397541.07899999997,137532.503,0,38.905831,-77.028349,2017-12-07 05:00:00+00:00,12TH ST NW,11001202,30.887780600000003
91956,1,1,0,38.899863,-77.00204000000001,399823.00700000004,136890.073,0,38.899863,-77.002088,2017-12-10 05:00:00+00:00,H ST NE,12042442,38.001167200000005
91958,1,1,0,38.858907,-76.968195,402760.5,132344.06,0,38.858907,-76.968195,2019-05-17 04:00:00+00:00,ALABAMA AVE SE,13009362,0.0890576
92143,1,1,0,38.895045,-76.949219,404405.209,136356.421,0,38.89502,-76.94915999999999,2017-12-13 05:00:00+00:00,BENNING RD NE,12015342,12.5494429
92241,1,1,0,38.905060999999996,-77.033434,397099.99700000003,137467.564,0,38.905522999999995,-77.034287,2019-05-21 04:00:00+00:00,,,-999.0
92307,1,1,0,38.940272,-77.037805,396722.531,141376.475,0,38.939684,-77.037922,2019-10-05 04:00:00+00:00,17TH ST NW,11001702,11.05
92408,1,1,0,38.962613,-77.029692,397426.63700000005,143856.268,0,38.962613,-77.029691,2017-12-14 05:00:00+00:00,PEABODY ST NW,11069682,10.025374699999999
92538,1,1,0,38.897355,-77.04541,396060.821,136612.667,0,38.897273999999996,-77.04540899999999,2017-05-10 04:00:00+00:00,20TH ST NW,11002002,44.211290000000005
92542,1,0,0,38.922171999999996,-76.996789,400278.45399999997,139366.52599999998,0,38.922288,-76.995935,2019-05-22 04:00:00+00:00,,,-999.0
92646,1,1,0,38.93418,-77.023973,397921.49,140699.84,0,38.93418,-77.023973,2017-12-15 05:00:00+00:00,GEORGIA AVE NW,11040042,0.004246100000000001
92651,1,1,0,38.901987,-77.05011999999999,395652.528,137127.031,0,38.901987,-77.05011999999999,2017-10-24 04:00:00+00:00,WASHINGTON CIR NW,11091262,0.0349444
92783,1,1,0,38.874794,-76.93861600000001,405326.58200000005,134109.038,0,38.87321,-76.935811,2019-05-23 04:00:00+00:00,BOWEN RD SE,13016902,13.9761225
92843,1,1,0,38.940883,-77.026667,397688.094,141443.941,0,38.940913,-77.02673399999999,2017-12-16 05:00:00+00:00,TAYLOR ST NW,11084892,12.052746
92844,1,1,0,38.915383,-77.072808,393685.7,138615.43,0,38.915383,-77.072808,2019-09-18 04:00:00+00:00,T ST NW,11084562,0.03
92997,1,2,0,38.9055,-77.048806,395766.669,137516.967,0,38.909561,-77.048899,2018-05-18 04:00:00+00:00,P ST NW,11068382,12.0623618
93303,1,1,0,38.903733,-77.00588499999999,399489.5,137319.674,0,38.903733,-77.00588499999999,2017-11-01 04:00:00+00:00,L ST NE,12053492,0.0405628
93327,1,1,0,38.902524,-77.03851,396659.65,137186.1,0,38.902524,-77.03851,2019-05-18 04:00:00+00:00,K ST NW & K ST NW Service Rd,11050892,0.1
93516,1,2,0,38.928684000000004,-77.034638,396996.59,140090.03,0,38.928684000000004,-77.034638,2017-12-12 05:00:00+00:00,IRVING ST NW,11048752,0.8808263000000001
93597,1,1,0,38.910044,-77.021194,398161.76700000005,138020.44400000002,0,38.909628999999995,-77.02192,2019-05-18 04:00:00+00:00,MARION ST NW,11059022,97.80700470000001
93628,1,1,0,38.898872,-77.015858,398624.42299999995,136780.152,0,38.898769,-77.015857,2019-05-19 04:00:00+00:00,4TH ST NW,11000402,30.65
93660,1,1,0,38.937481,-76.990528,400821.245,141066.022,0,38.937236999999996,-76.990687,2019-09-29 04:00:00+00:00,QUINCY ST NE,12074032,6.87
93692,1,1,0,38.936693,-77.03223299999999,397205.459,140978.976,0,38.936784,-77.032111,2019-05-19 04:00:00+00:00,14TH ST NW,11001402,62.84
93773,1,1,0,38.895171999999995,-77.023977,397919.98,136369.562,0,38.893958000000005,-77.023875,2019-05-20 04:00:00+00:00,9TH ST NW,11000902,12.54
93795,1,1,0,38.902037,-77.04004499999999,396526.47,137132.139,0,38.902564,-77.038954,2019-05-20 04:00:00+00:00,,,-999.0
93890,1,1,0,38.874579,-76.968864,402701.81299999997,134083.756,0,38.874238,-76.969131,2018-08-13 04:00:00+00:00,MINNESOTA AVE SE,13061162,42.1141958
93950,1,1,0,38.945924,-77.079102,393142.78,142006.2,0,38.946018,-77.07893,2019-05-20 04:00:00+00:00,TENLEY CIR NW,11085182,18.2344093
93963,1,1,0,38.909638,-77.008363,399274.645,137975.141,0,38.909816,-77.008363,2017-12-13 05:00:00+00:00,P ST NW,11068382,62.854589299999994
93975,1,1,0,38.911544,-77.038753,396638.976,138187.43300000002,0,38.911663,-77.038749,2017-12-13 05:00:00+00:00,17TH ST NW,11001702,26.809930600000005
94166,1,1,0,38.897341,-77.00417900000001,399637.458,136610.114,0,38.896071,-77.005832,2019-09-30 04:00:00+00:00,COLUMBUS CIR NE,12024732,9.18
94224,1,1,0,38.87753,-76.996187,400330.84,134410.94,0,38.87753,-76.996187,2019-05-24 04:00:00+00:00,7TH ST SE,13000702,0.029644999999999998
94355,1,1,0,38.929328999999996,-77.03271099999999,397163.674,140161.561,0,38.929096,-77.032667,2017-12-18 05:00:00+00:00,14TH ST NW,11001402,32.2
94409,1,1,0,38.931821,-77.02826,397549.68,140438.05,0,38.931821,-77.02826,2018-05-18 04:00:00+00:00,PARK RD NW,11068902,0.0418047
94562,1,1,0,38.936227,-77.029726,397422.723,140927.204,0,38.936227,-77.029715,2017-08-08 04:00:00+00:00,SPRING RD NW,11081832,6.476649500000001
94882,1,1,0,38.897711,-76.946876,404608.328,136652.557,0,38.898323,-76.946386,2018-11-26 05:00:00+00:00,GRANT ST NE & Driveway-58016162 & Driveway-58017232,12041472,18.25
94910,1,1,0,38.919895000000004,-76.97900600000001,401820.57,139113.96,0,38.919895000000004,-76.97900600000001,2019-10-23 04:00:00+00:00,MONTANA AVE NE & W ST NE,12061552,0.06
94933,1,1,0,38.920286,-77.027328,397630.14700000006,139157.544,0,38.920468,-77.027327,2017-12-19 05:00:00+00:00,11TH ST NW,11001102,32.4228091
94936,1,1,0,38.903742,-77.04034899999999,396500.11600000004,137321.449,0,38.903675,-77.039891,2017-12-19 05:00:00+00:00,L ST NW,11053492,12.75
94946,1,1,0,38.909634999999994,-77.049341,395720.57,137976.02800000002,0,38.909638,-77.049613,2019-05-26 04:00:00+00:00,23RD ST NW,11002302,23.611018899999998
95055,1,1,0,38.908576000000004,-77.027036,397655.06,137857.63,0,38.908644,-77.02691899999999,2019-11-09 05:00:00+00:00,11TH ST NW,11001102,12.67
95070,1,1,0,38.901334000000006,-77.027075,397651.458,137053.711,0,38.901336,-77.027075,2017-12-20 05:00:00+00:00,11TH ST NW,11001102,3.2143137000000004
95101,1,1,0,38.898178,-77.03077900000001,397330.047,136703.425,0,38.898178,-77.030755,2017-12-20 05:00:00+00:00,G ST NW,11038612,15.8500233
95114,1,1,0,38.930407,-77.02792,397579.104,140281.083,0,38.930415,-77.02789399999999,2017-12-20 05:00:00+00:00,LAMONT ST NW,11053752,32.090494
95174,1,1,1,38.905231,-77.043871,396194.781,137486.859,0,38.905601000000004,-77.04378299999999,2018-04-25 04:00:00+00:00,,,-999.0
95204,1,1,0,38.915989,-77.029377,397452.268,138680.55,0,38.916877,-77.029495,2019-05-27 04:00:00+00:00,13TH ST NW,11001302,99.7399362
95249,1,1,0,38.900781,-77.028072,397564.919,136992.345,0,38.900781,-77.028098,2017-12-20 05:00:00+00:00,NEW YORK AVE NW,11064672,3.8100704
95262,1,2,0,38.932482,-77.032432,397188.034,140511.554,0,38.932606,-77.032432,2019-05-27 04:00:00+00:00,14TH ST NW,11001402,29.5
95297,1,1,0,38.915465999999995,-77.052603,395437.979,138623.39800000002,0,38.915465000000005,-77.052493,2019-09-18 04:00:00+00:00,24TH ST NW,11002402,15.19
95416,1,1,0,38.937191,-77.03312199999999,397128.344,141034.339,0,38.937321999999995,-77.03269300000001,2019-04-10 04:00:00+00:00,14TH ST NW,11001402,27.25
95490,1,1,0,38.94719,-77.02678399999999,397678.189,142144.12,0,38.94719,-77.02678399999999,2017-12-20 05:00:00+00:00,GEORGIA AVE NW,11040042,0.8798981
95507,1,1,0,38.93752,-77.02619,397729.36299999995,141070.639,0,38.93752,-77.026208,2017-12-21 05:00:00+00:00,QUINCY ST NW,11074032,10.5083166
95572,1,2,0,38.941071,-77.001671,399855.13899999997,141464.465,0,38.941072,-77.002,2019-05-28 04:00:00+00:00,HAREWOOD RD NE,12043292,92.73
95587,1,1,0,38.903277,-77.01400500000001,398785.234,137269.12699999998,0,38.903258,-77.01409,2017-12-22 05:00:00+00:00,L ST NW,11053492,53.800872999999996
95683,1,1,0,38.911183,-77.021919,398098.92600000004,138146.91,0,38.911183,-77.021985,2017-12-21 05:00:00+00:00,Q ST NW,11072862,7.9614898
95806,1,1,0,38.90165,-77.025987,397745.815,137088.76,0,38.90165,-77.026356,2017-12-21 05:00:00+00:00,NEW YORK AVE NW,11064672,38.1544293
96004,1,1,0,38.912772,-77.012157,398945.63,138323.173,0,38.91275,-77.012097,2019-10-01 04:00:00+00:00,R ST NW,11074162,16.92
96137,1,1,0,38.900203999999995,-76.997387,400226.69899999996,136927.863,0,38.900311,-76.99833199999999,2019-10-01 04:00:00+00:00,6TH ST NE,12000602,15.2
96229,1,1,0,38.935286,-76.976221,402061.67600000004,140822.585,0,38.935286,-76.976236,2017-12-23 05:00:00+00:00,OTIS ST NE,12068052,22.017031699999997
96648,1,2,0,38.905194,-77.060958,394712.633,137483.657,0,38.905281,-77.060985,2019-10-19 04:00:00+00:00,M ST NW,11057852,20.0
96726,1,1,0,38.895721,-77.027045,397653.895,136430.614,0,38.895722,-77.027276,2019-05-31 04:00:00+00:00,11TH ST NW,11001102,49.63
96807,1,1,0,38.905231,-77.04255699999999,396308.719,137486.844,0,38.905626,-77.041684,2019-05-31 04:00:00+00:00,18TH ST NW,11001802,3.25
96995,1,1,0,38.934569,-77.028704,397511.351,140743.083,0,38.935009,-77.02851,2019-05-30 04:00:00+00:00,11TH ST NW,11001102,48.84
97195,1,1,0,38.97027,-77.030591,397452.08,144711.516,0,38.97027,-77.030591,2019-04-11 04:00:00+00:00,13TH ST NW,11001302,78.26
97249,1,1,0,38.90253,-77.019909,398273.25,137185.29,0,38.90253,-77.019909,2018-07-22 04:00:00+00:00,K ST NW,11050892,1.064088
97278,1,1,0,38.918113,-77.036926,396797.667,138916.581,0,38.918174,-77.036673,2019-06-02 04:00:00+00:00,16TH ST NW,11001602,16.4107933
97316,1,1,0,38.899811,-77.01991,398272.94200000004,136884.48,0,38.899766,-77.019896,2017-12-27 05:00:00+00:00,H ST NW,11042442,5.1086858
97554,1,1,0,38.915574,-77.02735799999999,397627.354,138634.43300000002,0,38.915512,-77.027343,2019-09-18 04:00:00+00:00,11TH ST NW,11001102,27.45
97574,1,1,0,38.896024,-77.050117,395652.37700000004,136465.14,0,38.896024,-77.050117,2018-10-18 04:00:00+00:00,E ST NW,11031332,0.040588599999999996
97588,1,1,0,38.915294,-77.000936,399918.81299999997,138603.016,0,38.915294,-77.001075,2017-12-27 05:00:00+00:00,T ST NE,12084562,31.3523092
97604,1,1,0,38.902531,-77.056198,395125.343,137187.766,0,38.902521,-77.056198,2017-12-28 05:00:00+00:00,27TH ST NW,11002702,8.0802784
97623,1,1,0,38.902525,-77.04489699999999,396105.56200000003,137186.56,0,38.902390999999994,-77.044899,2019-06-03 04:00:00+00:00,K ST NW,11050892,14.88
97696,1,1,0,38.887124,-76.983653,401418.273,135476.029,0,38.886882,-76.983598,2019-06-04 04:00:00+00:00,MASSACHUSETTS AVE SE,13059602,27.220641999999998
97698,1,1,0,38.905653,-77.03912,396606.81200000003,137533.55800000002,0,38.90566,-77.039075,2018-11-09 05:00:00+00:00,M ST NW,11057852,49.8
97711,1,1,0,38.909742,-77.049316,395722.76399999997,137987.869,0,38.909656,-77.049353,2019-06-04 04:00:00+00:00,P ST NW,11068382,2.5538654
97846,1,1,0,38.962703000000005,-77.0164,398578.64200000005,143865.924,0,38.962790999999996,-77.016193,2019-06-04 04:00:00+00:00,3RD ST NW,11000302,10.1117106
98045,1,1,0,38.900394,-77.044005,396182.826,136949.954,0,38.900168,-77.043432,2019-06-04 04:00:00+00:00,19TH ST NW,11001902,4.6108694
98299,1,1,0,38.915427,-77.038477,396663.07899999997,138618.497,0,38.915427,-77.038444,2019-10-02 04:00:00+00:00,17TH ST NW,11001702,16.69
98348,1,1,0,38.922369,-77.032004,397224.695,139388.86,0,38.922364,-77.032078,2017-12-30 05:00:00+00:00,CLIFTON ST NW,11024112,9.1748075
98379,1,1,0,38.931117,-77.020041,398262.309,140359.755,0,38.93121,-77.02005799999999,2017-12-30 05:00:00+00:00,LAMONT ST NW,11053752,4.83
98703,1,1,0,38.964827,-77.036384,396846.742,144102.24,0,38.964827,-77.036384,2019-06-07 04:00:00+00:00,FORT STEVENS DR NW,11037572,0.06
98743,1,1,0,38.956352,-77.070139,393920.646,143163.166,0,38.956237,-77.07024100000001,2019-06-07 04:00:00+00:00,CONNECTICUT AVE NW,11025152,26.9897268
98812,1,1,0,38.921027,-77.04713199999999,395912.773,139240.456,0,38.921044,-77.04695,2019-10-02 04:00:00+00:00,20TH ST NW,11002002,45.17
98850,1,1,0,38.900131,-76.98344200000001,401436.266,136919.946,0,38.900728,-76.98285200000001,2019-06-07 04:00:00+00:00,15TH ST NE,12001502,83.7769964
98861,1,1,0,38.91335,-77.03485,396977.536,138387.81900000002,0,38.913329,-77.034651,2019-06-07 04:00:00+00:00,15TH ST NW 1,11001502,9.1817375
98915,1,1,0,38.907683,-77.029137,397472.82700000005,137758.582,0,38.907654,-77.029616,2018-04-27 04:00:00+00:00,13TH ST NW 1,11001302,3.1773696
98954,1,1,0,38.933153999999995,-77.04531800000001,396070.782,140586.594,0,38.933138,-77.045397,2019-06-08 04:00:00+00:00,KLINGLE RD NW,11052972,7.997144500000001
99042,1,1,0,38.893582,-77.000977,399915.261,136192.794,0,38.885151,-77.000946,2019-10-23 04:00:00+00:00,NORTH CAROLINA AVE SE & SEWARD SQ SE,13065392,60.1
99212,1,1,0,38.916996000000005,-77.024221,397899.475,138792.225,0,38.91693,-77.025409,2019-06-09 04:00:00+00:00,VERMONT AVE NW,11089442,11.16
99359,1,1,0,38.90123,-77.006282,399455.12200000003,137041.845,0,38.902259,-77.00599,2018-08-14 04:00:00+00:00,K ST NE,12050892,29.781406699999998
99409,1,1,0,38.898313,-77.02962,397430.584,136718.43,0,38.898313,-77.02962,2018-01-30 05:00:00+00:00,G ST NW,11038612,0.0178153
99465,1,1,0,38.928726,-77.037185,396775.77,140094.763,0,38.92888,-77.03720600000001,2018-10-19 04:00:00+00:00,MOUNT PLEASANT ST NW,11062532,20.551424899999997
99520,1,1,0,38.903731,-77.003573,399690.08,137319.441,0,38.903731,-77.003573,2018-01-03 05:00:00+00:00,L ST NE,12053492,0.0784965
99545,1,2,0,38.930903,-77.034863,396977.17100000003,140336.315,0,38.930884999999996,-77.03514399999999,2019-06-08 04:00:00+00:00,HIATT PL NW,11044522,29.27
99896,1,1,0,38.895663,-77.029634,397429.25200000004,136424.262,0,38.895663,-77.02969300000001,2018-01-04 05:00:00+00:00,PENNSYLVANIA AVE NW,11069812,24.5764462
100116,1,1,0,38.89993,-77.030443,397359.256,136897.909,0,38.899861,-77.030388,2018-04-05 04:00:00+00:00,H ST NW,11042442,13.7470744
100153,1,1,0,38.899244,-76.999716,400024.638,136821.315,0,38.899162,-76.999721,2019-06-11 04:00:00+00:00,G ST NE,12038612,33.35
100219,1,1,0,38.898057,-77.033644,397081.50200000004,136690.078,0,38.898047,-77.033568,2019-06-11 04:00:00+00:00,15TH ST NW,11001502,30.39
100240,1,2,0,38.928142,-77.032587,397174.41,140029.818,0,38.927942,-77.032593,2019-06-12 04:00:00+00:00,14TH ST NW,11001402,11.7
100260,1,1,0,38.922269,-76.992425,400656.83700000006,139377.324,0,38.922268,-76.99247199999999,2019-06-12 04:00:00+00:00,10TH ST NE & RHODE ISLAND AVE NE,12001002,19.31
100559,1,1,0,38.895352,-77.050129,395651.364,136390.44,0,38.895352,-77.050129,2019-06-12 04:00:00+00:00,D ST NW,11026912,0.1
100593,1,1,0,38.886989,-77.003517,399694.893,135460.916,0,38.887015999999996,-77.003427,2019-06-12 04:00:00+00:00,2ND ST SE & INDEPENDENCE AVE SE,13000202,66.83
100613,1,1,0,38.898322,-77.042567,396307.516,136719.809,0,38.899495,-77.042793,2018-06-08 04:00:00+00:00,19TH ST NW,11001902,142.9232725
100670,1,1,1,38.906084,-77.042992,396270.989,137581.548,0,38.905654,-77.042569,2018-04-28 04:00:00+00:00,19TH ST NW,11001902,89.8115521
100681,1,1,0,38.912997,-77.01892600000001,398358.62200000003,138348.236,0,38.913095,-77.01935,2019-02-22 05:00:00+00:00,RHODE ISLAND AVE NW,11075462,46.9701739
100871,1,1,0,38.911834000000006,-77.012159,398945.42100000003,138218.959,0,38.912003000000006,-77.012041,2018-04-28 04:00:00+00:00,FLORIDA AVE NW,11036722,16.126046300000002
100945,1,1,0,38.892018,-76.994961,400437.16,136019.18,0,38.892018,-76.994961,2018-01-31 05:00:00+00:00,CONSTITUTION AVE NE,12025352,0.0686572
100994,1,1,0,38.902521,-77.01990699999999,398273.25,137185.29,0,38.902521,-77.01990699999999,2019-06-14 04:00:00+00:00,K ST NW,11050892,0.05
101098,1,1,2,38.897345,-77.03364499999999,397081.364,136611.13,0,38.897345,-77.03364499999999,2019-06-14 04:00:00+00:00,F ST NW,11034382,0.03
101137,1,1,0,38.902526,-77.050112,395653.23,137186.899,0,38.902196999999994,-77.04991,2019-07-08 04:00:00+00:00,WASHINGTON CIR NW & Ramp-36003902,11091262,28.08
101174,1,1,0,38.903259999999996,-77.025075,397824.977,137267.454,0,38.903211,-77.024829,2019-06-14 04:00:00+00:00,9TH ST NW & MASSACHUSETTS AVE NW,11000902,75.05
101258,1,1,0,38.878397,-76.985511,401257.21,134507.28,0,38.878397,-76.985511,2019-06-14 04:00:00+00:00,14TH ST SE,13001402,0.02
101269,1,1,0,38.957633,-77.028853,397499.23799999995,143303.423,0,38.95831,-77.028254,2018-01-09 05:00:00+00:00,LONGFELLOW ST NW,11056812,125.50230990000001
101285,1,1,0,38.842842,-76.99951300000001,400042.271,130560.308,0,38.842842,-76.99975,2019-06-15 04:00:00+00:00,ALABAMA AVE SE,13009362,32.6
101374,1,1,0,38.9503,-77.00853000000001,399260.62899999996,142489.049,0,38.950169,-77.008599,2018-10-20 04:00:00+00:00,NORTH CAPITOL ST BN,15065322,26.128667899999996
101412,1,1,0,38.902524,-77.03851,396659.65,137186.1,0,38.902524,-77.03851,2019-06-15 04:00:00+00:00,K ST NW & K ST NW Service Rd,11050892,0.1
101445,1,1,0,38.917003,-77.03649200000001,396835.27,138793.32,0,38.917003,-77.03649200000001,2018-01-09 05:00:00+00:00,16TH ST NW,11001602,0.0903936
101464,1,1,0,38.905095,-77.06665100000001,394218.851,137472.992,0,38.905046999999996,-77.066714,2019-06-15 04:00:00+00:00,M ST NW,11057852,32.37
101504,1,1,0,38.886808,-76.994697,400460.066,135440.864,0,38.886864,-76.994961,2018-05-19 04:00:00+00:00,8TH ST SE,13000802,6.533935400000001
101605,1,1,0,38.892078000000005,-77.01745,398486.126,136026.0,0,38.89205,-77.017463,2019-10-02 04:00:00+00:00,4TH ST NW,11000402,11.01
101651,1,1,0,38.83597,-77.000773,399932.89,129797.451,0,38.835604,-77.000636,2019-10-04 04:00:00+00:00,4TH ST SE & 4TH ST SE,13000402,24.72
101744,1,1,0,38.924440000000004,-77.067224,394170.72,139620.43,0,38.924440000000004,-77.067224,2019-06-17 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,0.06
101767,1,1,0,38.894785,-77.00589000000001,399489.08,136326.374,0,38.894785,-77.00589000000001,2018-01-11 05:00:00+00:00,D ST NE,12026912,0.049806
101822,1,1,0,38.895196999999996,-77.01259399999999,398907.47,136372.22199999998,0,38.894737,-77.012357,2019-06-16 04:00:00+00:00,D ST NW,11026912,17.0
101829,1,1,0,38.939534,-77.032209,397207.625,141294.407,0,38.93975,-77.032149,2019-06-16 04:00:00+00:00,14TH ST NW,11001402,50.31
102016,1,1,0,38.921307,-77.012449,398920.412,139270.56,0,38.921164000000005,-77.012449,2019-10-04 04:00:00+00:00,BRYANT ST NW,11018722,23.92
102344,1,1,0,38.912436,-77.029622,397430.89700000006,138286.14,0,38.9126,-77.02959200000001,2019-06-18 04:00:00+00:00,13TH ST NW,11001302,2.71
102403,1,1,0,38.907807,-76.999427,400049.73799999995,137771.907,0,38.907793,-76.999613,2019-10-26 04:00:00+00:00,MORSE ST NE,12062202,33.41
102408,1,1,0,38.877652000000005,-77.017661,398467.525,134424.58,0,38.877962,-77.017575,2018-01-12 05:00:00+00:00,I ST SW,14047772,146.9417079
102409,1,1,0,38.895326000000004,-77.003635,399695.5,136373.23,0,38.895326000000004,-77.003635,2018-01-12 05:00:00+00:00,MASSACHUSETTS AVE NE,12059602,16.81
102451,1,1,0,38.907242,-77.029912,397405.547,137709.6,0,38.907096,-77.031076,2019-06-18 04:00:00+00:00,VERMONT AVE NW,11089442,15.39
102496,1,1,0,38.902037,-77.04004499999999,396526.47,137132.139,0,38.902211,-77.040377,2019-06-19 04:00:00+00:00,CONNECTICUT AVE NW & K ST NW & K ST NW Service Rd,11025152,87.89
102532,1,1,0,38.909935,-77.044285,396159.099,138009.09699999998,0,38.910015,-77.04424,2018-01-13 05:00:00+00:00,DUPONT CIR NW,11031202,14.664771300000002
102604,1,1,0,38.931323,-77.032239,397204.672,140382.81900000002,0,38.931334,-77.03228100000001,2018-04-29 04:00:00+00:00,MONROE ST NW,11061422,16.020687
102798,1,1,0,38.920587,-77.032066,397219.23799999995,139191.087,0,38.922796000000005,-77.031998,2019-06-19 04:00:00+00:00,14TH ST NW,11001402,12.71
102851,1,1,0,38.909644,-77.036999,396790.97799999994,137976.473,0,38.909456,-77.036999,2017-08-12 04:00:00+00:00,16TH ST NW,11001602,46.1019315
103112,1,1,0,38.922004,-77.042823,396286.525,139348.732,0,38.922599,-77.04268499999999,2019-04-13 04:00:00+00:00,18TH ST NW,11001802,61.175521499999995
103118,1,1,0,38.896868,-77.006419,399443.143,136557.65,0,38.897890999999994,-77.007118,2019-06-20 04:00:00+00:00,,,-999.0
103144,1,1,0,38.909344,-77.057113,395046.43,137944.044,0,38.909344,-77.057113,2019-07-09 04:00:00+00:00,P ST NW,11068382,0.07
103155,1,1,0,38.899411,-76.97929599999999,401795.99,136840.079,0,38.899411,-76.97929599999999,2019-05-31 04:00:00+00:00,17TH ST NE,12001702,0.05
103191,1,1,0,38.932482,-77.032432,397188.034,140511.554,0,38.932606,-77.032432,2019-07-07 04:00:00+00:00,14TH ST NW,11001402,29.5
103367,1,1,0,38.909086,-77.033102,397129.006,137914.38,0,38.908465,-77.032917,2018-10-21 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,28.59
103379,1,1,0,38.907245,-77.05073,395599.93,137710.701,0,38.907212,-77.05031,2019-10-04 04:00:00+00:00,N ST NW,11063182,18.51
103380,1,1,0,38.900197999999996,-77.03844000000001,396665.58200000005,136927.95,0,38.901025,-77.038321,2019-06-21 04:00:00+00:00,CONNECTICUT AVE NW,11025152,22.75
103393,1,1,0,38.917206,-76.979138,401809.175,138815.45,0,38.917088,-76.97913299999999,2018-01-15 05:00:00+00:00,MONTANA AVE NE,12061552A,54.390426299999994
103491,1,1,0,38.906946999999995,-77.063099,394527.071,137678.345,0,38.906943,-77.063112,2018-01-16 05:00:00+00:00,N ST NW,11063182,14.6604845
103529,1,1,0,38.890932,-76.98550999999999,401257.07,135898.744,0,38.890932,-76.98550999999999,2018-01-16 05:00:00+00:00,A ST NE,12008582,0.051954499999999994
103545,1,1,0,38.921741,-77.042404,396322.802,139319.593,0,38.921746,-77.042381,2018-01-16 05:00:00+00:00,ADAMS MILL RD NW,11009102,104.8977485
103624,1,1,0,38.896128000000004,-77.027302,397631.607,136475.845,0,38.895964,-77.027302,2018-01-16 05:00:00+00:00,11TH ST NW,11001102,29.164589000000003
103642,1,1,0,38.933353000000004,-77.057222,395038.625,140609.284,0,38.933207,-77.0573,2019-06-22 04:00:00+00:00,CONNECTICUT AVE NW,11025152,33.65
103665,1,1,0,38.89907,-76.981502,401604.583,136802.245,0,38.89905,-76.98164200000001,2018-04-14 04:00:00+00:00,16TH ST NE,12001602,6.6523184
103694,1,1,0,38.891314,-76.95447800000001,403949.20399999997,135942.066,0,38.891363,-76.953161,2019-06-22 04:00:00+00:00,36TH ST NE & Alley-47030972,12003602,29.5
103781,1,1,0,38.935233000000004,-77.054142,395305.875,140817.84900000002,0,38.934714,-77.05295699999999,2019-06-23 04:00:00+00:00,PORTER ST NW,11071632,26.37
103821,1,1,0,38.821923999999996,-77.00076999999999,399933.144,128238.315,0,38.82144,-77.001264,2018-04-29 04:00:00+00:00,SOUTHERN AVE SE,13081512,61.960190399999995
103938,1,1,0,38.916999,-77.02756,397609.9,138792.686,0,38.916959000000006,-77.026622,2019-06-23 04:00:00+00:00,11TH ST NW,11001102,36.24
103975,1,1,0,38.897844,-77.045137,396084.482,136666.941,0,38.897899,-77.045138,2018-01-18 05:00:00+00:00,20TH ST NW,11002002,20.6221837
104192,1,1,0,38.929032,-77.02655899999999,397697.12,140128.42,0,38.92899,-77.02620300000001,2018-05-19 04:00:00+00:00,SHERMAN AVE NW,11080082,9.4871613
104201,1,1,0,38.932859,-76.996913,400267.62,140552.84699999998,0,38.93315,-76.997107,2019-06-23 04:00:00+00:00,MICHIGAN AVE NE & 7TH ST NE,12000702,62.84
