,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,STREETSEGID,ROUTEID,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
86025,1,1,0,38.903494,-77.038545,396632.21,137279.33,0,38.903494,-77.038545,2018-05-21 04:00:00+00:00,,,,,
86075,1,1,0,38.913340999999996,-77.019901,398274.05700000003,138386.462,0,38.912946000000005,-77.019757,2019-04-26 04:00:00+00:00,5583.0,11000602,RHODE ISLAND AVE NW,11075462,16.0231712
86152,1,2,0,38.916261999999996,-77.021893,398101.32,138710.67,0,38.916261999999996,-77.021893,2017-11-18 05:00:00+00:00,2329.0,11000702,FLORIDA AVE NW,11036722,0.0797277
86167,1,1,0,38.904346000000004,-77.030259,397375.406,137388.188,0,38.904157,-77.030011,2017-11-18 05:00:00+00:00,-9.0,47073512,,,-999.0
86187,2,1,1,38.887772,-76.996173,400332.044,135547.825,0,38.887364,-76.996218,2019-04-25 04:00:00+00:00,2609.0,13000702,NORTH CAROLINA AVE SE,13065392,3.0538472000000003
86223,1,1,0,38.90903,-77.041676,396385.281,137908.52,0,38.909043,-77.041751,2019-09-25 04:00:00+00:00,,11001802,18TH ST NW,11001802,6.63
86265,1,1,0,38.903733,-77.00588499999999,399489.5,137319.7,0,38.903733,-77.00588499999999,2019-09-25 04:00:00+00:00,,12000102,L ST NE,12053492,0.04
86325,1,1,0,38.915572999999995,-77.027036,397655.28,138634.38,0,38.915572999999995,-77.027036,2019-04-26 04:00:00+00:00,9819.0,11001102,T ST NW,11084562,0.0249148
86338,1,1,0,38.903176,-77.049527,395703.99299999996,137259.035,0,38.902982,-77.049594,2019-04-27 04:00:00+00:00,6253.0,11064222,WASHINGTON CIR NW,11091262,11.6529055
86508,1,2,0,38.920469,-77.04140600000001,396409.345,139178.284,0,38.920473,-77.042043,2019-04-26 04:00:00+00:00,,41055772,BELMONT RD NW,11014952,13.2
86522,1,1,0,38.898015,-77.012113,398949.277,136684.99,0,38.898045,-77.011986,2017-11-19 05:00:00+00:00,12455.0,11064282,1ST ST NW,11000102,26.3845404
86527,1,1,0,38.887571,-77.01750200000001,398481.54799999995,135525.704,0,38.887569,-77.01750200000001,2018-05-17 04:00:00+00:00,12132.0,14047972,4TH ST SW,14000402,3.9042224
86562,1,1,0,38.940923,-77.061625,394657.45,141449.835,0,38.94092,-77.061633,2017-11-20 05:00:00+00:00,11490.0,11025152,TILDEN ST NW,11086122,6.008453599999999
86710,1,1,0,38.915397,-77.030783,397330.35799999995,138614.90300000002,0,38.915397,-77.030732,2018-04-12 04:00:00+00:00,-9.0,47047182,T ST NW,11084562,20.026497199999998
86742,1,1,0,38.905219,-77.06783399999999,394116.265,137486.84,0,38.905079,-77.068359,2019-04-27 04:00:00+00:00,7037.0,11003402,M ST NW,11057852,45.898695399999994
86903,1,1,0,38.902522999999995,-77.039296,396591.434,137186.124,0,38.902529,-77.039296,2017-11-21 05:00:00+00:00,7364.0,11050892,17TH ST NW,11001702,13.012755499999999
86925,1,1,0,38.912183,-77.022299,398066.04600000003,138257.895,0,38.912201,-77.02230899999999,2017-11-21 05:00:00+00:00,10411.0,11075462,RHODE ISLAND AVE NW,11075462,13.76
86966,1,1,0,38.9192,-77.04186700000001,396369.314,139037.457,0,38.919247,-77.041865,2019-04-28 04:00:00+00:00,-9.0,47051332,18TH ST NW 1,11001802,16.7864395
86979,1,1,0,38.909652,-77.033565,397088.79799999995,137977.25,0,38.909589000000004,-77.034266,2019-04-28 04:00:00+00:00,13189.0,11068382,P ST NW,11068382,26.08
87017,1,1,0,38.956216999999995,-77.027861,397585.164,143146.216,0,38.956121,-77.02786,2017-05-08 04:00:00+00:00,3140.0,11052062,GEORGIA AVE NW,11040042,18.0610836
87041,1,1,0,38.908117,-77.021916,398099.141,137806.578,0,38.908133,-77.021743,2018-07-17 04:00:00+00:00,7336.0,11000702,O ST NW,11065842,50.8285599
87077,1,1,0,38.876458,-77.012176,398943.45700000005,134292.01,0,38.876458,-77.012176,2017-11-24 05:00:00+00:00,6526.0,14000102,M ST SW,14057852,0.014640100000000001
87228,1,1,0,38.887563,-77.021916,398098.61799999996,135524.91,0,38.887563,-77.021916,2018-04-21 04:00:00+00:00,12024.0,14000702,INDEPENDENCE AVE SW,14047972,0.8666605
87283,1,1,0,38.917401,-77.04190799999999,396365.653,138837.71,0,38.917642,-77.04171,2019-05-02 04:00:00+00:00,-9.0,47039702,,,-999.0
87349,1,1,0,38.895368,-77.012156,398945.50700000004,136391.186,0,38.89495,-77.01238199999999,2019-05-03 04:00:00+00:00,13135.0,11000102,D ST NW,11026912,25.830605300000002
87447,1,1,0,38.905955,-77.079171,393132.975,137569.247,0,38.905457,-77.07810699999999,2017-11-26 05:00:00+00:00,13636.0,11020212,FOXHALL RD NW,11037892,0.0369411
87693,1,1,0,38.911127,-77.033749,397072.91799999995,138140.985,0,38.910957,-77.033749,2019-05-04 04:00:00+00:00,1773.0,11072862,15TH ST NW,11001502,72.4582402
87788,1,1,0,38.900745,-77.028072,397564.93100000004,136988.289,0,38.900765,-77.028187,2019-05-03 04:00:00+00:00,2790.0,11064672,12TH ST NW,11001202,10.221992199999999
87867,1,1,0,38.903029,-77.024415,397882.219,137241.826,0,38.902929,-77.02447099999999,2017-11-27 05:00:00+00:00,10864.0,11059602,9TH ST NW,11000902,37.1248945
87916,1,1,0,38.905151000000004,-77.063996,394449.15,137479.066,0,38.905073,-77.06434200000001,2019-05-05 04:00:00+00:00,7676.0,11057852,M ST NW,11057852,72.96
87971,1,1,0,38.91447,-77.046589,395959.475,138512.609,0,38.914193,-77.04637199999999,2019-05-05 04:00:00+00:00,-9.0,47057552,CONNECTICUT AVE NW,11025152,34.792603799999995
87994,1,1,0,38.926262,-77.013483,398830.833,139820.598,0,38.926452000000005,-77.01348399999999,2017-11-27 05:00:00+00:00,1405.0,11060582,1ST ST NW,11000102,117.8540738
88031,1,1,0,38.934937,-77.032733,397162.03,140784.12,0,38.934937,-77.032733,2017-11-30 05:00:00+00:00,785.0,11001402,OTIS PL NW,11067992,0.028214799999999998
88114,1,1,0,38.890376,-76.989985,400868.834,135837.027,0,38.89055,-76.989986,2019-05-07 04:00:00+00:00,10369.0,15031912,TENNESSEE AVE NE,12085212,27.6627734
88193,1,1,0,38.9189,-77.032591,397173.667,139003.872,0,38.919113,-77.032472,2019-01-09 05:00:00+00:00,-9.0,47015632,W ST NW,11090152,13.376919000000001
88309,1,1,0,38.877629,-76.961774,403316.88899999997,134422.612,0,38.877433,-76.961912,2018-04-22 04:00:00+00:00,8529.0,13074492,MINNESOTA AVE SE,13061162,42.731992600000005
88345,1,2,0,38.913154999999996,-77.01539,398665.225,138365.691,0,38.913899,-77.016628,2019-05-08 04:00:00+00:00,-9.0,47077612,3RD ST NW,11000302,150.5610659
88663,1,1,0,38.927501,-77.037145,396779.13399999996,139958.738,0,38.92753,-77.037143,2017-12-02 05:00:00+00:00,-9.0,47059592,MOUNT PLEASANT ST NW,11062532,23.247988199999998
88689,1,1,0,38.882274,-76.933624,405759.146,134939.636,0,38.882274,-76.933624,2017-12-03 05:00:00+00:00,9318.0,13015342,F ST SE,13034382,0.07588810000000001
88690,1,1,0,38.911446000000005,-77.048754,395771.597,138177.042,0,38.911429,-77.048797,2017-12-03 05:00:00+00:00,8675.0,11002202,FLORIDA AVE NW,11036722,8.0000261
88742,1,1,0,38.910165,-77.029399,397450.174,138034.068,0,38.9097,-77.030495,2018-10-14 04:00:00+00:00,11447.0,11056552,P ST NW,11068382,15.2371937
88761,1,1,0,38.924756,-77.03224200000001,397204.16,139653.88,0,38.924756,-77.03224200000001,2017-12-03 05:00:00+00:00,8848.0,11001402,FAIRMONT ST NW,11034582,0.038742
88774,1,1,0,38.899792,-77.016924,398531.945,136882.261,0,38.899784999999994,-77.016924,2017-12-03 05:00:00+00:00,2303.0,11042442,4TH ST NW,11000402,62.46296039999999
88832,1,1,0,38.900201,-76.991028,400778.26399999997,136927.581,0,38.900406,-76.991028,2019-04-07 04:00:00+00:00,10098.0,12042442,11TH ST NE,12001102,48.8457062
88855,1,1,0,38.919348,-77.01811,398429.516,139053.207,0,38.919227,-77.018091,2019-07-02 04:00:00+00:00,,11090152,W ST NW,11090152,24.72
89169,1,1,1,38.923226,-77.037165,396777.219,139484.203,0,38.923159000000005,-77.037161,2017-11-28 05:00:00+00:00,2221.0,11033862,MOZART PL NW,11062722,52.659848399999994
89191,1,1,0,38.919008000000005,-77.027035,397655.492,139015.69,0,38.91916,-77.027074,2018-07-18 04:00:00+00:00,5785.0,11001102,W ST NW,11090152,4.2621164
89220,1,1,0,38.909645000000005,-77.021916,398099.19,137976.166,0,38.909645000000005,-77.021916,2017-11-28 05:00:00+00:00,8191.0,11000702,P ST NW,11068382,0.020681900000000003
89224,1,1,0,38.920577,-77.042109,396348.39200000005,139190.271,0,38.920524,-77.042102,2017-11-29 05:00:00+00:00,13270.0,11014952,18TH ST NW,11001802,10.266196800000001
89415,1,2,1,38.879294,-77.021852,398103.88700000005,134606.924,0,38.879259000000005,-77.021854,2017-11-29 05:00:00+00:00,57.0,14047772,7TH ST SW,14000702,7.1597163
89417,1,1,0,38.90623,-76.998336,400144.29,137596.88,0,38.90623,-76.998336,2019-05-06 04:00:00+00:00,12380.0,12000602,FLORIDA AVE NE 1,12036722,0.039301499999999996
89461,1,1,0,38.924945,-77.039149,396605.27,139675.15,0,38.924946000000006,-77.039149,2017-11-29 05:00:00+00:00,10560.0,11001702,COLUMBIA RD NW,11024632,0.09327150000000001
89516,1,1,0,38.903802,-77.040047,396526.37100000004,137328.13199999998,0,38.903795,-77.040068,2017-11-29 05:00:00+00:00,6432.0,11025152,L ST NW,11053492,7.7591497
89546,1,1,0,38.938492,-77.033457,397099.419,141178.695,0,38.938201,-77.033499,2019-09-27 04:00:00+00:00,,58009002,QUINCY ST NW,11074032,37.78
89557,1,1,0,38.898742,-77.027034,397654.908,136765.917,0,38.899502000000005,-77.02712199999999,2019-05-06 04:00:00+00:00,10495.0,11001102,H ST NW,11042442,35.7084408
89582,1,1,0,38.974764,-77.014931,398706.214,145204.825,0,38.974734999999995,-77.014863,2017-11-29 05:00:00+00:00,7426.0,11058822,CARROLL ST NW,11020862,16.2698841
89604,1,1,0,38.905646999999995,-77.001609,399860.417,137532.105,0,38.905627,-77.002044,2019-05-04 04:00:00+00:00,7441.0,12057852,3RD ST NE,12000302,2.0283298
89608,1,1,0,38.845089,-76.99592,400354.23,130809.79,0,38.845089,-76.99592,2019-05-06 04:00:00+00:00,1573.0,13058542,7TH ST SE,13000702,0.044489999999999995
89641,1,1,0,38.907235,-77.01217,398944.43100000004,137708.478,0,38.907235,-77.01217,2017-11-30 05:00:00+00:00,10637.0,11000102,N ST NW,11063182,0.015280799999999999
89681,1,1,0,38.914873,-77.054383,395283.585,138557.66199999998,0,38.914773,-77.054503,2017-11-29 05:00:00+00:00,4556.0,11059602,CALIFORNIA ST NW,11019892,104.5602003
89778,1,1,0,38.89203,-77.00817099999999,399291.1,136020.61,0,38.891993,-77.008172,2019-10-22 04:00:00+00:00,,12025352,CONSTITUTION AVE NE & Driveway-58011732,12025352,4.12
89795,1,1,0,38.917229999999996,-77.03657700000001,396834.756,138818.71,0,38.917229999999996,-77.03657700000001,2017-02-13 05:00:00+00:00,3684.0,11001602,NEW HAMPSHIRE AVE NW,11064222,26.329965
89839,1,1,0,38.916591,-77.032686,397165.31299999997,138747.547,0,38.916887,-77.032839,2018-04-30 04:00:00+00:00,-9.0,47040242,,,-999.0
89840,1,1,1,38.963390000000004,-77.016165,398599.02,143942.206,0,38.963390000000004,-77.016402,2019-05-07 04:00:00+00:00,2886.0,11000302,3RD ST NW,11000302,47.02
89843,1,1,0,38.902228,-76.99843800000001,400135.523,137152.56900000002,0,38.902484,-76.998364,2019-05-07 04:00:00+00:00,4828.0,12000602,K ST NE 1,12050892,8.1448937
89845,1,1,0,38.901328,-76.996167,400332.48,137052.7,0,38.901328,-76.996167,2017-05-09 04:00:00+00:00,11113.0,12000702,7TH ST NE,12000702,0.03
89848,1,1,0,38.897342,-77.016182,398596.27,136610.341,0,38.897342,-77.016182,2019-05-07 04:00:00+00:00,2167.0,11000402,F ST NW,11034382,0.8591038000000001
89857,1,3,0,38.958327000000004,-77.014362,398755.17600000004,143380.11800000002,0,38.95919,-77.012886,2019-05-07 04:00:00+00:00,-9.0,47001332,KANSAS AVE NW,11051352,18.4
89896,1,1,0,38.900586,-77.05645600000001,395102.80700000003,136971.782,0,38.900507,-77.056525,2017-11-30 05:00:00+00:00,10472.0,11089892,I ST NW,11047772,18.7919673
89902,1,1,0,38.89935,-76.979315,401794.33200000005,136833.34900000002,0,38.899366,-76.979396,2017-11-30 05:00:00+00:00,10849.0,12001702,BENNING RD NE,12015342,10.0165245
89909,1,1,0,38.896403,-77.033649,397080.98799999995,136506.50699999998,0,38.896403,-77.033649,2017-11-30 05:00:00+00:00,6255.0,11001502,ALEXANDER HAMILTON PL NW,11009682,0.05748480000000001
89924,1,1,0,38.907645,-77.026751,397679.74799999996,137754.262,0,38.907938,-77.026976,2019-05-08 04:00:00+00:00,-9.0,47083882,11TH ST NW,11001102,32.1880812
89973,1,1,0,38.92904,-77.026454,397706.18799999997,140129.313,0,38.928938,-77.026439,2017-12-01 05:00:00+00:00,-9.0,47072172,SHERMAN AVE NW,11080082,20.0403936
90011,1,1,0,38.909707,-77.049539,395703.405,137983.991,0,38.909704999999995,-77.04955600000001,2017-12-07 05:00:00+00:00,-9.0,36001922,P ST NW,11068382,8.0011415
90056,1,1,0,38.911615000000005,-77.023967,397921.364,138194.897,0,38.911615000000005,-77.023967,2017-12-07 05:00:00+00:00,815.0,11000902,RHODE ISLAND AVE NW,11075462,0.0175588
90227,1,1,0,38.902516,-77.005475,399525.06700000004,137184.611,0,38.902322,-77.005542,2019-05-15 04:00:00+00:00,5811.0,12050892,K ST NE,12050892,36.82
90247,1,1,0,38.888253999999996,-76.994962,400437.054,135601.351,0,38.887899,-76.994817,2019-05-15 04:00:00+00:00,4799.0,13000802,NORTH CAROLINA AVE SE 1,13065392,12.4742543
90307,1,1,0,38.912403000000005,-77.03581199999999,396894.086,138282.677,0,38.912524,-77.035602,2019-07-03 04:00:00+00:00,,47070522,CORCORAN ST NW & Alley-47084332,11025932,74.88
90337,1,1,1,38.913564,-77.0199,398274.12100000004,138411.19,0,38.913564,-77.0199,2019-05-14 04:00:00+00:00,5583.0,11000602,S ST NW,11077672,58.52
90517,1,1,0,38.908305,-77.029625,397430.54799999995,137827.616,0,38.908305,-77.029354,2018-04-23 04:00:00+00:00,10069.0,11001302,O ST NW,11065842,38.107623499999995
90584,1,1,0,38.915762,-77.06779499999999,394120.52,138657.12,0,38.915762,-77.06779499999999,2019-05-16 04:00:00+00:00,11426.0,11003402,WISCONSIN AVE NW,11094052,0.0781403
90645,1,1,0,38.902525,-77.042028,396354.453,137186.436,0,38.902558,-77.042028,2017-12-08 05:00:00+00:00,4617.0,11050892,18TH ST NW,11001802,29.677238800000005
90745,1,1,0,38.93492,-77.058136,394959.555,140783.294,0,38.93492,-77.058136,2017-12-09 05:00:00+00:00,3262.0,11025152,ORDWAY ST NW,11067732,78.6977444
90955,1,1,0,38.901385,-77.026032,397766.86,137001.867,0,38.901385,-77.026032,2019-05-16 04:00:00+00:00,14859.0,11047772,NEW YORK AVE NW,11064672,46.020993100000005
90979,1,1,0,38.911386,-76.935171,405622.66299999994,138171.247,0,38.911232,-76.935288,2019-05-16 04:00:00+00:00,0.0,12051802,KENILWORTH AVE NE,12051802,1.51
90984,1,1,0,38.904333,-77.054746,395251.45200000005,137387.682,0,38.904329,-77.054358,2019-05-17 04:00:00+00:00,8005.0,11002602,PENNSYLVANIA AVE NW,11069812,41.021415999999995
90999,1,2,0,38.936168,-76.989876,400877.77,140920.24,0,38.936168,-76.989876,2019-05-17 04:00:00+00:00,6916.0,12066172,PERRY ST NE,12069942,0.0645486
91001,1,1,0,38.911120000000004,-77.016827,398540.6,138139.8,0,38.911120000000004,-77.016827,2019-05-11 04:00:00+00:00,13090.0,11064282,Q ST NW,11072862,0.05
91016,1,1,0,38.923243,-77.04100600000001,396444.162,139486.198,0,38.923249,-77.04117,2017-12-04 05:00:00+00:00,-9.0,47058432,EUCLID ST NW,11033862,22.92
91126,1,1,0,38.903662,-76.994959,400437.23799999995,137311.783,0,38.903662,-76.994904,2017-12-04 05:00:00+00:00,5667.0,12000802,L ST NE,12053492,8.4305486
91354,1,1,0,38.903738,-77.03195,397228.72,137320.65300000002,0,38.903648,-77.031952,2019-09-28 04:00:00+00:00,,11001402,L ST NW,11053492,9.91
91403,1,1,0,38.903664,-77.028083,397564.05700000003,137312.384,0,38.903664,-77.02814000000001,2017-12-04 05:00:00+00:00,3451.0,11001202,L ST NW,11053492,9.7122687
91419,1,1,0,38.90087,-77.021911,398099.38,137002.12,0,38.90087,-77.021911,2018-07-19 04:00:00+00:00,12493.0,11000702,I ST NW,11047772,0.0136381
91467,1,1,0,38.898909,-76.988438,401002.95200000005,136784.263,0,38.89888,-76.988438,2017-12-05 05:00:00+00:00,11924.0,12038612,13TH ST NE,12001302,12.2315235
91567,1,1,0,38.924440000000004,-77.067224,394170.72,139620.43,0,38.924440000000004,-77.067224,2018-10-29 04:00:00+00:00,10810.0,11059602,OBSERVATORY CIR NW,11066432,0.0602595
91590,1,1,0,38.945803999999995,-77.031408,397277.32700000005,141990.362,0,38.946126,-77.03133100000001,2019-05-12 04:00:00+00:00,6975.0,11011052,ARKANSAS AVE NW,11011052,4.32
91659,1,1,0,38.901709999999994,-77.025987,397745.815,137095.411,0,38.901709999999994,-77.02604000000001,2017-12-05 05:00:00+00:00,5193.0,11001002,NEW YORK AVE NW,11064672,27.833029999999997
91775,1,1,0,38.900205,-77.00143800000001,399875.26,136928.014,0,38.900144,-77.00143800000001,2017-12-06 05:00:00+00:00,3943.0,12042442,3RD ST NE,12000302,52.474544099999996
91803,1,2,0,38.91023,-76.985074,401294.555,138040.936,0,38.910176,-76.985105,2017-12-06 05:00:00+00:00,2123.0,12062462,MONTELLO AVE NE,12061622,10.184648300000001
91852,1,1,0,38.945576,-77.021573,398129.88399999996,141964.833,0,38.945584000000004,-77.021753,2017-12-06 05:00:00+00:00,-9.0,47049672,7TH ST NW,11000702,4.2
91857,1,1,0,38.900873,-77.023246,397983.62,137002.422,0,38.900835,-77.023365,2019-05-13 04:00:00+00:00,11469.0,11047772,8TH ST NW,11000802,36.44
91913,1,1,0,38.903479,-77.017555,398477.294,137291.6,0,38.903584,-77.018011,2019-10-22 04:00:00+00:00,,58022172,L ST NW,11053492,42.91
91935,1,1,0,38.896132,-77.02359,397953.604,136476.136,0,38.896126,-77.02359,2017-12-06 05:00:00+00:00,1542.0,11031332,9TH ST NW,11000902,32.5728722
91987,1,1,0,38.898548,-77.03364300000001,397081.597,136744.619,0,38.898548,-77.03364300000001,2017-12-07 05:00:00+00:00,859.0,11001502,G ST NW,11038612,25.945610600000002
92084,1,1,0,38.905646999999995,-77.028349,397541.07899999997,137532.503,0,38.905831,-77.028349,2017-12-07 05:00:00+00:00,4071.0,11057852,12TH ST NW,11001202,30.887780600000003
92089,1,1,0,38.899863,-77.00204000000001,399823.00700000004,136890.073,0,38.899863,-77.002088,2017-12-10 05:00:00+00:00,9187.0,12000302,H ST NE,12042442,38.001167200000005
92091,1,1,0,38.858907,-76.968195,402760.5,132344.06,0,38.858907,-76.968195,2019-05-17 04:00:00+00:00,400.0,13063502,ALABAMA AVE SE,13009362,0.0890576
92122,1,2,0,38.941064000000004,-77.025306,397806.12,141464.017,0,38.940984,-77.025324,2019-05-17 04:00:00+00:00,8413.0,11040042,GEORGIA AVE NW,11040042,20.51
92290,1,1,0,38.902524,-77.03851,396659.65,137186.1,0,38.902524,-77.03851,2019-05-18 04:00:00+00:00,0.0,11001702,K ST NW & K ST NW Service Rd,11050892,0.1
92551,1,1,0,38.903733,-77.00588499999999,399489.5,137319.674,0,38.903733,-77.00588499999999,2017-11-01 04:00:00+00:00,7950.0,12000102,L ST NE,12053492,0.0405628
92567,1,1,0,38.898872,-77.015858,398624.42299999995,136780.152,0,38.898769,-77.015857,2019-05-19 04:00:00+00:00,-9.0,47048972,4TH ST NW,11000402,30.65
92600,1,1,0,38.910044,-77.021194,398161.76700000005,138020.44400000002,0,38.909628999999995,-77.02192,2019-05-18 04:00:00+00:00,-9.0,47072782,MARION ST NW,11059022,97.80700470000001
92829,1,1,0,38.874579,-76.968864,402701.81299999997,134083.756,0,38.874238,-76.969131,2018-08-13 04:00:00+00:00,-9.0,47040092,MINNESOTA AVE SE,13061162,42.1141958
92894,1,2,0,38.928684000000004,-77.034638,396996.59,140090.03,0,38.928684000000004,-77.034638,2017-12-12 05:00:00+00:00,12476.0,11044522,IRVING ST NW,11048752,0.8808263000000001
92942,1,1,0,38.937481,-76.990528,400821.245,141066.022,0,38.937236999999996,-76.990687,2019-09-29 04:00:00+00:00,,12001202,QUINCY ST NE,12074032,6.87
92974,1,1,0,38.936693,-77.03223299999999,397205.459,140978.976,0,38.936784,-77.032111,2019-05-19 04:00:00+00:00,-9.0,47049782,14TH ST NW,11001402,62.84
93042,1,1,0,38.902037,-77.04004499999999,396526.47,137132.139,0,38.902564,-77.038954,2019-05-20 04:00:00+00:00,-9.0,47085662,,,-999.0
93135,1,1,0,38.945924,-77.079102,393142.78,142006.2,0,38.946018,-77.07893,2019-05-20 04:00:00+00:00,7656.0,11063762,TENLEY CIR NW,11085182,18.2344093
93148,1,1,0,38.909638,-77.008363,399274.645,137975.141,0,38.909816,-77.008363,2017-12-13 05:00:00+00:00,12509.0,12068382,P ST NW,11068382,62.854589299999994
93160,1,1,0,38.911544,-77.038753,396638.976,138187.43300000002,0,38.911663,-77.038749,2017-12-13 05:00:00+00:00,-9.0,47061522,17TH ST NW,11001702,26.809930600000005
93218,1,1,0,38.895171999999995,-77.023977,397919.98,136369.562,0,38.893958000000005,-77.023875,2019-05-20 04:00:00+00:00,0.0,11000902,9TH ST NW,11000902,12.54
93256,1,1,0,38.905060999999996,-77.033434,397099.99700000003,137467.564,0,38.905522999999995,-77.034287,2019-05-21 04:00:00+00:00,-9.0,58000442,,,-999.0
93423,1,1,0,38.893478,-76.95094499999999,404255.625,136182.4,0,38.89502,-76.94915999999999,2017-12-13 05:00:00+00:00,1093.0,47023912,MINNESOTA AVE NE,12061162,12.55
93555,1,1,0,38.940272,-77.037805,396722.531,141376.475,0,38.939684,-77.037922,2019-10-05 04:00:00+00:00,,47025922,17TH ST NW,11001702,11.05
93575,1,1,0,38.93418,-77.023973,397921.49,140699.84,0,38.93418,-77.023973,2017-12-15 05:00:00+00:00,3329.0,11067992,GEORGIA AVE NW,11040042,0.004246100000000001
93580,1,1,0,38.901987,-77.05011999999999,395652.528,137127.031,0,38.901987,-77.05011999999999,2017-10-24 04:00:00+00:00,12822.0,11002302,WASHINGTON CIR NW,11091262,0.0349444
93704,1,1,0,38.962613,-77.029692,397426.63700000005,143856.268,0,38.962613,-77.029691,2017-12-14 05:00:00+00:00,4814.0,11001302,PEABODY ST NW,11069682,10.025374699999999
93820,1,1,0,38.897355,-77.04541,396060.821,136612.667,0,38.897273999999996,-77.04540899999999,2017-05-10 04:00:00+00:00,7474.0,11034382,20TH ST NW,11002002,44.211290000000005
93997,1,2,0,38.910354999999996,-77.022412,398056.205,138055.035,0,38.909544,-77.02183199999999,2019-07-20 04:00:00+00:00,,47079632,7TH ST NW,11000702,13.38
94088,1,1,0,38.940883,-77.026667,397688.094,141443.941,0,38.940913,-77.02673399999999,2017-12-16 05:00:00+00:00,1211.0,11051352,TAYLOR ST NW,11084892,12.052746
94089,1,1,0,38.915383,-77.072808,393685.7,138615.43,0,38.915383,-77.072808,2019-09-18 04:00:00+00:00,,11084562,T ST NW,11084562,0.03
94102,1,1,0,38.897341,-77.00417900000001,399637.458,136610.114,0,38.896071,-77.005832,2019-09-30 04:00:00+00:00,,12034382,COLUMBUS CIR NE,12024732,9.18
94180,1,2,0,38.9055,-77.048806,395766.669,137516.967,0,38.909561,-77.048899,2018-05-18 04:00:00+00:00,4081.0,11002202,P ST NW,11068382,12.0623618
94224,1,1,0,38.874794,-76.93861600000001,405326.58200000005,134109.038,0,38.87321,-76.935811,2019-05-23 04:00:00+00:00,13227.0,13075662,BOWEN RD SE,13016902,13.9761225
94363,1,1,0,38.931821,-77.02826,397549.68,140438.05,0,38.931821,-77.02826,2018-05-18 04:00:00+00:00,12400.0,11001102,PARK RD NW,11068902,0.0418047
94504,1,1,0,38.87753,-76.996187,400330.84,134410.94,0,38.87753,-76.996187,2019-05-24 04:00:00+00:00,9559.0,13053492,7TH ST SE,13000702,0.029644999999999998
94601,1,1,0,38.929328999999996,-77.03271099999999,397163.674,140161.561,0,38.929096,-77.032667,2017-12-18 05:00:00+00:00,763.0,11001402,14TH ST NW,11001402,32.2
94842,1,1,0,38.936227,-77.029726,397422.723,140927.204,0,38.936227,-77.029715,2017-08-08 04:00:00+00:00,1562.0,11001302,SPRING RD NW,11081832,6.476649500000001
94881,1,1,0,38.909634999999994,-77.049341,395720.57,137976.02800000002,0,38.909638,-77.049613,2019-05-26 04:00:00+00:00,11675.0,11068382,23RD ST NW,11002302,23.611018899999998
94909,1,1,0,38.919895000000004,-76.97900600000001,401820.57,139113.96,0,38.919895000000004,-76.97900600000001,2019-10-23 04:00:00+00:00,,12061552,MONTANA AVE NE & W ST NE,12061552,0.06
94932,1,1,0,38.920286,-77.027328,397630.14700000006,139157.544,0,38.920468,-77.027327,2017-12-19 05:00:00+00:00,-9.0,47068242,11TH ST NW,11001102,32.4228091
94935,1,1,0,38.903742,-77.04034899999999,396500.11600000004,137321.449,0,38.903675,-77.039891,2017-12-19 05:00:00+00:00,8858.0,11053492,L ST NW,11053492,12.75
94962,1,2,0,38.928218,-77.02739100000001,397624.93,140038.10199999998,0,38.927683,-77.027312,2018-04-24 04:00:00+00:00,4118.0,11001102,COLUMBIA RD NW,11024632,6.3354606
95135,1,1,0,38.915989,-77.029377,397452.268,138680.55,0,38.916877,-77.029495,2019-05-27 04:00:00+00:00,-9.0,47074442,13TH ST NW,11001302,99.7399362
95144,1,1,0,38.897711,-76.946876,404608.328,136652.557,0,38.898323,-76.946386,2018-11-26 05:00:00+00:00,15360.0,12061162,GRANT ST NE & Driveway-58016162 & Driveway-58017232,12041472,18.25
95235,1,1,0,38.908576000000004,-77.027036,397655.06,137857.63,0,38.908644,-77.02691899999999,2019-11-09 05:00:00+00:00,,11001102,11TH ST NW,11001102,12.67
95352,1,1,0,38.901334000000006,-77.027075,397651.458,137053.711,0,38.901336,-77.027075,2017-12-20 05:00:00+00:00,919.0,11047772,11TH ST NW,11001102,3.2143137000000004
95467,1,1,0,38.898178,-77.03077900000001,397330.047,136703.425,0,38.898178,-77.030755,2017-12-20 05:00:00+00:00,-9.0,47048982,G ST NW,11038612,15.8500233
95480,1,1,0,38.930407,-77.02792,397579.104,140281.083,0,38.930415,-77.02789399999999,2017-12-20 05:00:00+00:00,7639.0,11001102,LAMONT ST NW,11053752,32.090494
95529,1,1,0,38.900781,-77.028072,397564.919,136992.345,0,38.900781,-77.028098,2017-12-20 05:00:00+00:00,11592.0,11001202,NEW YORK AVE NW,11064672,3.8100704
95542,1,2,0,38.932482,-77.032432,397188.034,140511.554,0,38.932606,-77.032432,2019-05-27 04:00:00+00:00,6870.0,11064612,14TH ST NW,11001402,29.5
